Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	gage	zscore	ora
1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION.html	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.		124/200	Arthur Liberzon	5.56854443047044e-21	2.78427221523522e-19	10	15.5	15	1.39213610761761e-21	1	2.32383266702862	-2.09704592530996	-1	100	10	1	31	20
2	M5901	HALLMARK_G2M_CHECKPOINT	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT.html	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.		98/200	Arthur Liberzon	5.56495088448656e-09	9.27491814081094e-08	5	1.75	2	1.39123772402495e-09	1	1.58352422648062	1.58159422549582	1	25.7867948830871	2	2	1	2
3	M5925	HALLMARK_E2F_TARGETS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_E2F_TARGETS.html	Genes encoding cell cycle related targets of E2F transcription factors.		117/200	Arthur Liberzon	3.73448265538783e-09	9.27491814081094e-08	5	2	1.5	9.33620665154429e-10	1	1.49971296579666	1.46391538919956	1	24.4191085474792	1	4	2	1
4	M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INTERFERON_GAMMA_RESPONSE.html	Genes up-regulated in response to IFNG [GeneID=3458].		87/200	Arthur Liberzon	7.78508025088108e-07	9.73135031360135e-06	35	21	23.5	1.9462706309156e-07	3	1.79594832090717	-1.96148276360064	-1	20.8316924705525	3	34	16	31
5	M5902	HALLMARK_APOPTOSIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html	Genes mediating programmed cell death (apoptosis) by activation of caspases.		84/161	Arthur Liberzon	1.4923928483229e-06	1.4923928483229e-05	5	19.5	14.5	3.73098420884321e-07	3	2.02520709312913	-1.99322064467859	-1	22.6251380410542	25	3	46	4
6	M5891	HALLMARK_HYPOXIA	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html	Genes up-regulated in response to low oxygen levels (hypoxia).		99/200	Arthur Liberzon	7.41595485438854e-06	6.17996237865712e-05	5	7.25	7	1.85399386953067e-06	4	1.91038154514698	-1.86473731108707	-1	18.6037402697668	4	5	11	9
7	M5909	HALLMARK_MYOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS.html	Genes involved in development of skeletal muscle (myogenesis).		84/200	Arthur Liberzon	1.53464035655999e-05	0.000109617168325714	45	27.5	31.5	3.83662297085724e-06	6	1.77812234132311	1.86824416039024	1	16.28509871878	41	6	27	36
8	M5944	HALLMARK_ANGIOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS.html	Genes up-regulated during formation of blood vessels (angiogenesis).		19/36	Arthur Liberzon	3.5396395259755e-05	0.000221227470373469	20	17	17	8.84921627718886e-06	7	2.47093735808777	-2.47093735808777	-1	20.9029093186883	20	7	14	27
9	M5942	HALLMARK_UV_RESPONSE_DN	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN.html	Genes down-regulated in response to ultraviolet (UV) radiation.		78/144	Arthur Liberzon	6.76161191626397e-05	0.000375645106459109	50	22.75	17.5	1.69044584269014e-05	8	1.95899761870572	1.96094400861213	1	15.5157052025412	48	8	21	14
10	M5892	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS.html	Genes involved in cholesterol homeostasis.		45/74	Arthur Liberzon	0.000137796104609468	0.00068898052304734	5	14.5	13	3.44508063985714e-05	5	1.89182353335616	-1.99438242689954	-1	13.8254157867851	5	27	7	19
11	M5935	HALLMARK_FATTY_ACID_METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_FATTY_ACID_METABOLISM.html	Genes encoding proteins involved in metabolism of fatty acids.		109/158	Arthur Liberzon	0.00021217850582024	0.000894166747495862	30	22	26	5.30488475761167e-05	6	1.55642729109961	-1.68302329220578	-1	10.9558733037454	6	29	30	23
12	M5936	HALLMARK_OXIDATIVE_PHOSPHORYLATION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_OXIDATIVE_PHOSPHORYLATION.html	Genes encoding proteins involved in oxidative phosphorylation.		160/200	Arthur Liberzon	0.000214600019399007	0.000894166747495862	50	36.5	45	5.36543228748392e-05	7	1.52332465883997	-1.60715295272891	-1	10.721707753767	7	47	43	49
13	M5937	HALLMARK_GLYCOLYSIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS.html	Genes encoding proteins involved in glycolysis and gluconeogenesis.		117/200	Arthur Liberzon	0.000292924006424261	0.00112663079393947	15	13	12.5	7.32390471502625e-05	8	1.8242354624213	-1.8761256549923	-1	12.4254959136762	8	14	19	11
14	M5947	HALLMARK_IL2_STAT5_SIGNALING	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING.html	Genes up-regulated by STAT5 in response to IL2 stimulation.		74/200	Arthur Liberzon	0.000369503118480157	0.00131965399457199	10	20.25	19.5	9.23885823066717e-05	9	1.89371792314641	-1.92468753027171	-1	12.5990428203099	9	22	17	33
15	M5919	HALLMARK_HEDGEHOG_SIGNALING	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING.html	Genes up-regulated by activation of hedgehog signaling.		18/36	Arthur Liberzon	0.000482600978427007	0.00160866992809002	5	13.5	7	0.000120672085477928	5	2.58801125775123	2.58801125775123	1	16.7215997060767	35	9	5	5
16	M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INTERFERON_ALPHA_RESPONSE.html	Genes up-regulated in response to alpha interferon proteins.		49/97	Arthur Liberzon	0.000553582815417412	0.00172994629817941	15	23	25	0.000138424443191758	11	1.7352663724542	-1.96004855069398	-1	11.0669129598386	11	31	26	24
17	M5949	HALLMARK_PEROXISOME	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_PEROXISOME.html	Genes encoding components of peroxisome.		59/104	Arthur Liberzon	0.00075602904093388	0.00222361482627612	15	10	11	0.000189060869494556	3	1.71014985778462	-1.68308459211107	-1	10.4733006060646	12	10	15	3
18	M5932	HALLMARK_INFLAMMATORY_RESPONSE	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html	Genes defining inflammatory response.		48/200	Arthur Liberzon	0.000877667014830657	0.00243796393008516	15	18.5	16.5	0.000219489006270079	13	1.82993351031382	-1.767820428383	-1	11.0409644858842	13	28	18	15
19	M5950	HALLMARK_ALLOGRAFT_REJECTION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION.html	Genes up-regulated during transplant rejection.		67/200	Arthur Liberzon	0.00130728969813557	0.00344023604772519	40	30	33.5	0.000326982766170555	14	1.75266887849688	-2.0538634876012	-1	9.96425010560788	14	39	28	39
20	M5898	HALLMARK_DNA_REPAIR	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR.html	Genes involved in DNA repair.		99/150	Arthur Liberzon	0.00157153557641471	0.00392883894103676	25	18.75	15.5	0.000393115643221009	3	1.24879409142033	1.14023971241123	1	6.91692465045411	24	41	3	7
