Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	gage	zscore	ora
1	M5889	NABA_MATRISOME	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_MATRISOME.html	Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins 	22159717	246/1028	Alexandra Naba	2.7594867500218e-35	1.00362533098293e-31	20	840.5	697.5	6.89871687505445e-36	1	2.30130682614095	-2.40690091249556	-1	100	18	1	1966	1377
2	M5884	NABA_CORE_MATRISOME	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_CORE_MATRISOME.html	Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans	22159717	107/275	Alexandra Naba	5.1346661644264e-22	9.33739042000941e-19	430	1740.75	1714	1.28366654110661e-22	2	2.28042457676739	-2.48305731067477	-1	57.6352870375878	428	2	3533	3000
3	M8124	SMID_BREAST_CANCER_BASAL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_BASAL_UP.html	Genes up-regulated in basal subtype of breast cancer samles.	18451135	243/648	Jessica Robertson	3.3800980455031e-19	4.09780553049825e-16	1190	943.25	649	8.45024511375776e-20	3	2.02302765680529	1.96877112067103	1	43.6363439561885	1188	3	2472	110
4	M2122	VERHAAK_GLIOBLASTOMA_MESENCHYMAL	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_MESENCHYMAL.html	Genes correlated with mesenchymal type of glioblastoma multiforme tumors.	20129251	110/216	Arthur Liberzon	4.113510463561e-18	3.74020938899284e-15	5	155.75	115	1.02837761589025e-18	1	2.01759725461468	-2.01759725461468	-1	40.8030698228099	1	4	392	226
5	M2115	VERHAAK_GLIOBLASTOMA_PRONEURAL	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_PRONEURAL.html	Genes correlated with proneural type of glioblastoma multiforme tumors.	20129251	75/177	Arthur Liberzon	1.27089293181039e-17	9.2444751859888e-15	5	9.25	5.5	3.17723232952599e-18	3	2.37504701891032	2.37504701891032	1	46.7237763266483	6	5	23	3
6	M17572	SMID_BREAST_CANCER_LUMINAL_B_DN	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_LUMINAL_B_DN.html	Genes down-regulated in the luminal B subtype of breast cancer.	18451135	188/564	Jessica Robertson	8.57257744755859e-16	5.19641069612843e-13	260	1457.5	1451	2.14314436188965e-16	6	2.22785434663059	-2.17941728712406	-1	38.3632658301696	260	6	2922	2642
7	M16108	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	http://www.broadinstitute.org/gsea/msigdb/cards/CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN.html	Genes down-regulated in SH-SY5Y cells (neuroblastoma) after treatment with epoxomicin [PubChem=3035402], a protease inhibitor causing apoptosis.	16983338	77/172	Leona Saunders	2.73802465889445e-15	1.42259938348559e-12	1290	411.25	176	6.84506164723615e-16	7	2.19751633908807	2.15261983486284	1	36.4934859815969	1286	7	328	24
8	M5885	NABA_MATRISOME_ASSOCIATED	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_MATRISOME_ASSOCIATED.html	Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors	22159717	139/753	Alexandra Naba	1.02669776708326e-14	4.66762472360229e-12	10	277.75	169.5	2.56674441770817e-15	8	2.30939027751136	-2.38346817459427	-1	36.6808877091549	8	8	764	331
9	M17471	SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	http://www.broadinstitute.org/gsea/msigdb/cards/SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP.html	Genes up-regulated in invasive ductal carcinoma (IDC) relative to ductal carcinoma in situ (DCIS, non-invasive).	16707453	164/351	Arthur Liberzon	2.00851375499619e-14	8.1166272521346e-12	215	1571.75	1570	5.02128438749051e-15	9	2.19007268477279	-2.12631760596588	-1	34.0479923072028	215	9	3138	2925
10	M2001	WU_CELL_MIGRATION	http://www.broadinstitute.org/gsea/msigdb/cards/WU_CELL_MIGRATION.html	Genes associated with migration rate of 40 human bladder cancer cells.	18724390	76/184	Jessica Robertson	2.2694608405445e-14	8.25402907706033e-12	60	466.25	363	5.67365210136129e-15	10	2.55753866262431	-2.61882900433744	-1	39.7348450985175	56	10	1129	670
