Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	gage	zscore	ora
1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION.html	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.		124/200	Arthur Liberzon	3.57187009993965e-79	1.78593504996983e-77	25	22.75	20	8.92967524984908e-80	1	2.24344123955122	-2.23711609045655	-1	100	22	1	50	18
2	M5909	HALLMARK_MYOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_MYOGENESIS.html	Genes involved in development of skeletal muscle (myogenesis).		84/200	Arthur Liberzon	3.10714041565199e-52	7.76785103912998e-51	10	3.75	4	7.76785103913e-53	1	2.31012332163406	2.32241204016995	1	67.1912135707492	6	2	1	6
3	M5906	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY.html	Genes defining early response to estrogen.		63/200	Arthur Liberzon	5.0049172140277e-35	8.34152869004617e-34	5	10.5	7	1.25122930350692e-35	2	2.33127098368938	2.15945147059036	1	44.719458100535	26	3	11	2
4	M5891	HALLMARK_HYPOXIA	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html	Genes up-regulated in response to low oxygen levels (hypoxia).		99/200	Arthur Liberzon	1.80656061118987e-33	2.25820076398734e-32	45	26.75	30	4.51640152797464e-34	4	1.94842423702137	-1.90600734624349	-1	35.7321361782148	43	4	43	17
5	M5947	HALLMARK_IL2_STAT5_SIGNALING	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING.html	Genes up-regulated by STAT5 in response to IL2 stimulation.		74/200	Arthur Liberzon	3.16184908378879e-22	3.16184908378879e-21	5	15.5	14.5	7.904622709472e-23	3	1.88945842957029	1.94466363282612	1	22.4003557038113	30	5	24	3
6	M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_LATE.html	Genes defining late response to estrogen.		72/200	Arthur Liberzon	7.21216472322735e-21	6.01013726935613e-20	10	11	8	1.80304118080684e-21	4	1.8877638560256	1.8122469409633	1	20.9761992484207	24	6	10	4
7	M5946	HALLMARK_COAGULATION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_COAGULATION.html	Genes encoding components of blood coagulation system; also up-regulated in platelets.		78/138	Arthur Liberzon	4.17358568600754e-19	2.98113263286253e-18	35	27.5	33.5	1.04339642150189e-19	7	2.04786525047018	2.00844128474574	1	20.7466078896673	36	7	34	33
8	M5921	HALLMARK_COMPLEMENT	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_COMPLEMENT.html	Genes encoding components of the complement system, which is part of the innate immune system.		99/200	Arthur Liberzon	2.15612048644865e-17	1.3475753040304e-16	15	14.5	11.5	5.39030121612162e-18	8	1.67910990908754	1.69318278389358	1	15.3723959371384	11	8	12	27
9	M5915	HALLMARK_APICAL_JUNCTION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APICAL_JUNCTION.html	Genes encoding components of apical junction complex.		107/200	Arthur Liberzon	2.97214526717719e-16	1.65119181509844e-15	10	12.5	10.5	7.430363167943e-17	6	1.72806672488703	1.71112401751036	1	14.7306499205627	12	9	6	23
10	M5944	HALLMARK_ANGIOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_ANGIOGENESIS.html	Genes up-regulated during formation of blood vessels (angiogenesis).		19/36	Arthur Liberzon	8.88036469968614e-16	4.44018234984307e-15	40	33	37	2.22009117492154e-16	10	1.95278449639664	1.570061676543	1	16.1744724937611	37	10	48	37
11	M5925	HALLMARK_E2F_TARGETS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_E2F_TARGETS.html	Genes encoding cell cycle related targets of E2F transcription factors.		117/200	Arthur Liberzon	1.42989194420177e-15	6.49950883728076e-15	5	15.75	10.5	3.57472986050443e-16	1	1.49232512879772	-1.45947499423327	-1	12.1878174359698	1	41	5	16
12	M5942	HALLMARK_UV_RESPONSE_DN	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN.html	Genes down-regulated in response to ultraviolet (UV) radiation.		78/144	Arthur Liberzon	1.33691092951367e-14	5.57046220630696e-14	15	18.25	16	3.34227732378419e-15	11	2.24971760730871	2.2611915727096	1	17.2156413187164	19	11	13	30
13	M5937	HALLMARK_GLYCOLYSIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_GLYCOLYSIS.html	Genes encoding proteins involved in glycolysis and gluconeogenesis.		117/200	Arthur Liberzon	5.96713602465041e-14	2.29505231717323e-13	40	25	25.5	1.49178400616263e-14	5	1.65335963586519	-1.6660752490539	-1	12.0281128253505	39	12	44	5
14	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_TNFA_SIGNALING_VIA_NFKB.html	Genes regulated by NF-kB in response to TNF [GeneID=7124].		45/200	Arthur Liberzon	3.92985525165658e-13	1.40351973273449e-12	15	18.5	16.5	9.82463812914292e-14	13	2.00226631820994	2.02647748487284	1	13.6768400733655	28	13	18	15
15	M5939	HALLMARK_P53_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY.html	Genes involved in p53 pathways and networks.		76/200	Arthur Liberzon	8.52300377743242e-12	2.84100125914414e-11	50	26.5	24.5	2.13075094436491e-12	8	1.90408963669114	1.95760410484214	1	11.5538248846115	49	14	35	8
16	M5926	HALLMARK_MYC_TARGETS_V1	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_MYC_TARGETS_V1.html	A subgroup of genes regulated by MYC - version 1 (v1).		186/200	Arthur Liberzon	3.00893284190079e-11	9.40291513093996e-11	50	29.25	33	7.52233210483686e-12	2	1.12288301241913	-1.12908929018366	-1	6.4233793375646	2	47	19	49
17	M5902	HALLMARK_APOPTOSIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html	Genes mediating programmed cell death (apoptosis) by activation of caspases.		84/161	Arthur Liberzon	3.84481356433443e-11	1.13082751892189e-10	30	28	27.5	9.61203391097468e-12	15	1.92026679942363	2.00352121255177	1	10.9831328284744	42	15	27	28
18	M5932	HALLMARK_INFLAMMATORY_RESPONSE	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html	Genes defining inflammatory response.		48/200	Arthur Liberzon	4.66908057497055e-11	1.29696682638071e-10	30	20	21	1.16727014376308e-11	9	1.9612152612273	1.98980350762331	1	11.1520848757898	29	16	26	9
19	M5934	HALLMARK_XENOBIOTIC_METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_XENOBIOTIC_METABOLISM.html	Genes encoding proteins involved in processing of drugs and other xenobiotics.		104/200	Arthur Liberzon	7.12136923649416e-11	1.87404453591952e-10	20	14	15	1.78034230917108e-11	9	1.84762562416229	1.85409314551122	1	10.3272683662022	16	17	9	14
20	M5919	HALLMARK_HEDGEHOG_SIGNALING	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HEDGEHOG_SIGNALING.html	Genes up-regulated by activation of hedgehog signaling.		18/36	Arthur Liberzon	1.26355587382436e-10	3.15888968456091e-10	10	12.5	13.5	3.15888968471059e-11	2	2.95567480332373	2.95567480332373	1	16.2051489451902	9	18	2	21
